"id","name","nickname","dob","age","height","weight","reach","stance","winstreak","wins","losses","draws","belt","SLpM","Str_Acc","SApM","Str_Def","TD_Avg","TD_Acc","TD_Def","Sub_Avg"
1722,"Bryson Kamaka","","",0,"5' 11""",170,0.0,"Orthodox",0,12,20,1,0,9.47,60,12.63,0,0.0,0,100,0.0
1723,"Kai Kamaka","The Fighting Hawaiian","Jan 05, 1995",30,"5' 7""",145,69.0,"Orthodox",0,8,4,1,0,4.96,57,5.29,55,1.93,58,52,0.3
1724,"Shah Kamali","","Oct 25, 1998",26,"",265,0.0,"",0,4,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1725,"Shuya Kamikubo","Stealth","Apr 12, 1993",32,"5' 5""",135,68.0,"Switch",0,13,2,1,0,3.83,54,4.9,47,1.5,15,0,0.5
1726,"Daichi Kamiya","","Apr 19, 1999",26,"5' 8""",155,68.0,"Southpaw",0,6,1,0,0,1.69,53,4.5,35,5.07,27,100,0.0
1727,"Martin Kampmann","The Hitman","Apr 17, 1982",43,"6' 0""",170,72.0,"Orthodox",0,20,7,0,0,3.22,42,3.28,62,1.86,41,78,2.0
1728,"Koya Kanda","Bushido","Dec 20, 1995",29,"5' 9""",145,75.0,"Southpaw",0,12,5,0,0,3.63,41,2.9,53,2.0,18,100,0.0
1729,"Bharat Kandare","Daring","Jun 20, 1987",38,"5' 7""",135,72.0,"Orthodox",0,5,3,0,0,0.7,10,1.88,72,0.0,0,0,0.0
1730,"Hiromitsu Kanehara","","Oct 05, 1970",54,"5' 10""",200,0.0,"Orthodox",0,19,27,5,0,0.76,22,4.39,40,0.0,0,40,0.4
1731,"Masanori Kanehara","","Nov 19, 1982",42,"5' 7""",135,67.0,"Orthodox",0,26,12,5,0,1.88,49,1.63,62,1.44,50,63,0.9
1732,"Ken Kaneko","","",0,"6' 0""",161,0.0,"Orthodox",0,0,3,0,0,0.0,0,0.94,42,0.0,0,0,3.5
1733,"Denis Kang","","Sep 17, 1977",47,"5' 11""",185,77.0,"Orthodox",0,35,16,2,0,2.27,35,1.65,67,2.51,65,38,1.2
1734,"Kyung Ho Kang","Mr. Perfect","Sep 09, 1987",37,"5' 9""",135,73.0,"Orthodox",0,19,11,0,0,3.13,47,3.32,54,1.97,50,68,0.8
1735,"Manel Kape","StarBoy","Nov 14, 1993",31,"5' 5""",125,68.0,"Southpaw",2,21,7,0,0,5.04,55,4.05,57,0.42,30,81,0.3
1736,"David Kaplan","Diamond","Nov 16, 1979",45,"5' 7""",155,0.0,"Orthodox",0,3,4,0,0,2.88,46,4.32,67,4.88,43,0,0.7
1737,"Kai Kara-France","Don't Blink","Mar 26, 1993",32,"5' 4""",125,69.0,"Orthodox",0,25,12,0,0,4.46,40,3.24,64,0.56,30,83,0.0
1738,"Georgi Karakhanyan","Insane","May 29, 1985",40,"5' 8""",145,0.0,"",1,26,7,1,0,4.49,39,5.0,54,1.41,50,33,1.9
1739,"Alex Karalexis","The Assassin","Sep 20, 1977",47,"5' 8""",155,66.0,"Orthodox",0,10,6,0,0,2.57,42,2.39,54,2.7,45,86,0.9
1740,"Ernesta Kareckaite","Heavy-Handed","Jul 05, 1998",27,"5' 9""",125,71.0,"Orthodox",1,6,1,1,0,7.38,42,6.09,48,0.67,66,82,0.0
1741,"Impa Kasanganay","Tshilobo","Jan 17, 1994",31,"5' 11""",170,75.0,"Orthodox",0,9,2,0,0,4.96,48,3.66,58,1.75,58,66,0.2
1742,"Jinnosuke Kashimura","","Aug 12, 2001",23,"5' 7""",155,71.0,"Southpaw",0,4,2,0,0,0.21,50,7.37,25,3.16,100,0,6.3
1743,"Nadia Kassem","","Nov 15, 1995",29,"5' 5""",125,66.0,"Southpaw",0,5,2,0,0,3.13,41,4.48,48,0.46,33,40,2.8
1744,"Yusuke Kasuya","","Nov 16, 1989",35,"5' 7""",155,0.0,"Southpaw",0,9,3,0,0,2.17,44,4.34,48,1.36,33,0,0.0
1745,"Tetsuji Kato","","",0,"",155,0.0,"Orthodox",0,20,10,0,0,1.2,29,2.1,70,2.0,57,80,0.5
1746,"Hisaki Kato","","Sep 17, 1982",42,"6' 0""",185,0.0,"",0,8,2,0,0,2.8,48,1.72,68,1.62,100,0,0.0
1747,"Brad Katona","Superman","Dec 19, 1991",33,"5' 6""",135,64.0,"Orthodox",0,16,5,0,0,4.81,52,4.75,50,1.86,34,61,0.0
1748,"Calvin Kattar","","Mar 26, 1988",37,"5' 11""",145,72.0,"Orthodox",0,23,9,0,0,4.6,38,6.62,53,0.36,29,77,0.1
1749,"Sarah Kaufman","","Sep 20, 1985",39,"5' 5""",135,66.0,"Orthodox",0,18,4,0,0,6.65,46,4.0,62,0.38,57,81,0.0
1750,"Lone'er Kavanagh","","Jun 09, 1999",26,"5' 4""",125,67.0,"Orthodox",3,9,0,0,0,3.73,50,3.42,61,1.85,50,100,0.0
1751,"Yusuke Kawaguchi","","Aug 14, 1980",44,"6' 0""",255,0.0,"",1,18,12,0,0,2.87,47,3.93,50,0.0,0,72,0.0
1752,"Canaan Kawaihae","","Aug 26, 1997",27,"6' 0""",145,71.0,"Southpaw",0,6,2,0,0,2.83,51,4.59,36,0.0,0,100,0.0
1753,"Tatsuya Kawajiri","Crusher","May 08, 1978",47,"5' 7""",145,69.0,"Orthodox",0,36,11,2,0,2.04,44,2.01,50,3.63,48,63,1.1
1754,"Ryo Kawamura","","Jun 29, 1981",44,"5' 11""",205,0.0,"Orthodox",0,18,9,4,0,0.6,16,3.93,39,0.0,0,6,0.0
1755,"Masuto Kawana","Mast","Jan 30, 1995",30,"5' 6""",145,69.0,"Orthodox",0,10,4,0,0,2.54,41,3.79,41,11.67,55,100,0.0
1756,"Doug Kay","","",0,"",0,0.0,"",0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1757,"Toshiomi Kazama","","May 15, 1997",28,"5' 7""",135,69.0,"Orthodox",1,11,4,0,0,1.72,53,3.89,42,1.68,12,66,0.6
1758,"Julie Kedzie","","Mar 18, 1981",44,"5' 5""",135,0.0,"Orthodox",0,16,13,0,0,2.9,36,3.18,46,1.14,23,78,0.0
1759,"Ryan Keenan","","Jun 15, 1985",40,"5' 10""",170,0.0,"",0,6,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1760,"CJ Keith","","Aug 09, 1986",38,"6' 0""",155,0.0,"Orthodox",0,8,4,0,0,0.86,50,1.82,50,0.0,0,62,0.0
1761,"Chris Kelades","The Greek Assassin","Feb 21, 1981",44,"5' 7""",125,68.0,"Orthodox",0,9,3,0,0,2.4,43,2.64,48,1.04,18,53,0.3
1762,"Brian Kelleher","Boom","Aug 19, 1986",38,"5' 6""",135,66.0,"Switch",0,24,16,0,0,3.31,41,4.59,54,1.68,41,60,0.7
1763,"Mayana Kellem","","Jul 07, 1981",44,"5' 5""",135,0.0,"Orthodox",0,7,1,0,0,1.94,22,2.9,62,0.0,0,0,0.0
1764,"Paul Kelly","","Sep 12, 1984",40,"5' 9""",155,70.0,"Orthodox",0,14,5,0,0,3.22,37,2.61,59,1.34,60,30,1.5
1765,"John Kelly","","Aug 02, 1978",46,"5' 9""",170,0.0,"",1,5,4,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1766,"Daniel Kelly","","Oct 31, 1977",47,"6' 0""",185,70.0,"Southpaw",0,13,4,0,0,3.62,38,4.64,61,1.86,34,78,0.3
1767,"Tim Kennedy","","Sep 01, 1979",45,"5' 11""",185,74.0,"Orthodox",0,18,6,0,0,2.78,47,1.84,62,2.58,35,70,0.7
1768,"Steve Kennedy","The Steamrolla","Mar 07, 1983",42,"5' 11""",170,0.0,"Orthodox",0,24,8,0,0,2.28,35,5.52,45,2.51,33,0,0.0
1769,"Jeremy Kennedy","JBC","Sep 16, 1992",32,"5' 11""",145,71.0,"Orthodox",0,11,1,0,0,2.22,46,2.58,47,5.73,52,66,0.0
1770,"Waylon Kennell","","",0,"6' 0""",185,0.0,"",0,6,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1771,"Casey Kenney","","Mar 20, 1991",34,"5' 7""",135,68.0,"Southpaw",0,16,4,1,0,4.85,42,4.67,58,1.09,35,61,0.4
1772,"Maimaitituoheti Keremuaili","Kyrgyz Mountain Eagle","Mar 18, 1991",34,"5' 6""",135,66.0,"Orthodox",0,26,11,0,0,1.47,52,1.67,37,1.0,33,84,0.0
1773,"Aurelijus Kerpe","","",0,"",0,0.0,"Orthodox",0,11,22,0,0,1.26,16,8.21,31,0.0,0,0,0.0
1774,"Mark Kerr","The Smashing Machine","Dec 21, 1968",56,"6' 3""",266,0.0,"Switch",0,15,11,0,0,0.28,41,0.89,28,2.92,77,0,0.4
1775,"Will Kerr","","Oct 21, 1982",42,"5' 10""",155,69.0,"Orthodox",0,9,3,0,0,1.91,42,6.22,33,0.0,0,0,14.3
1776,"Ron Keslar","","",0,"",185,0.0,"",1,11,9,0,0,0.0,0,2.05,60,0.0,0,100,7.7
1777,"Rustam Khabilov","Tiger","Nov 04, 1986",38,"5' 8""",155,73.0,"Orthodox",1,24,4,0,0,1.98,34,2.16,65,3.95,41,61,0.1
1778,"Adam Khaliev","","Apr 16, 1984",41,"6' 0""",170,0.0,"Orthodox",0,6,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1779,"Sergey Khandozhko","Honda","May 19, 1992",33,"6' 1""",170,74.0,"Orthodox",1,28,6,1,0,3.41,41,2.37,60,0.76,28,61,0.0
1780,"Sergei Kharitonov","","Aug 18, 1980",44,"6' 0""",245,0.0,"Orthodox",0,26,6,0,0,3.9,44,3.03,54,1.16,53,70,1.0
1781,"Alfred Khashakyan","The Fearless","Jul 17, 1988",36,"5' 8""",135,70.0,"Orthodox",0,8,3,0,0,6.14,42,6.38,40,3.54,25,0,0.0
1782,"Aziz Khaydarov","","Sep 25, 1993",31,"5' 8""",155,72.0,"Orthodox",0,21,7,0,0,2.6,61,2.8,61,0.0,0,85,0.0
1783,"Mansher Khera","New Era","Apr 15, 1992",33,"5' 7""",155,68.0,"Orthodox",1,10,0,0,0,2.8,38,2.6,38,2.0,14,100,0.0
1784,"Aliaskhab Khizriev","Black Wolf","Aug 24, 1990",34,"5' 9""",185,74.0,"Southpaw",0,14,0,0,0,6.01,64,4.38,61,5.64,60,100,3.8
1785,"WonBin Ki","The Danger","Feb 11, 1991",34,"5' 11""",155,73.0,"Orthodox",1,18,9,0,0,6.73,50,4.21,55,0.73,20,50,0.0
1786,"Pannie Kianzad","Banzai","Dec 08, 1991",33,"5' 7""",135,66.0,"Orthodox",0,17,9,0,0,4.88,49,4.09,51,0.41,33,65,0.1
1787,"Akira Kikuchi","","Jul 23, 1978",46,"5' 8""",155,0.0,"Orthodox",0,16,4,0,0,3.67,56,0.4,14,2.0,40,100,0.0
1788,"Sanae Kikuta","","Sep 10, 1971",53,"5' 9""",200,0.0,"Orthodox",2,31,9,3,0,0.7,45,0.9,52,1.6,63,25,1.8
1789,"Jacob Kilburn","The Killer","Jun 28, 1995",30,"5' 9""",145,72.0,"Orthodox",0,8,4,0,0,2.56,33,6.78,35,0.51,5,20,0.5
1790,"Dong Hyun Kim","Stun Gun","Nov 17, 1981",43,"6' 2""",170,76.0,"Southpaw",0,22,4,1,0,2.12,49,1.89,58,2.93,43,71,0.6
1791,"Jin Oh Kim","","",0,"5' 9""",205,0.0,"Orthodox",0,0,4,0,0,5.06,25,8.43,50,0.0,0,66,0.0
1792,"Dae Won Kim","","",0,"5' 11""",180,0.0,"Orthodox",0,11,7,0,0,1.75,32,2.51,36,3.43,42,0,0.0
1793,"Jong Wang Kim","","",0,"6' 1""",240,0.0,"",0,13,23,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1794,"Jong Won Kim","","",0,"5' 7""",139,0.0,"Orthodox",0,0,1,0,0,0.84,15,3.28,63,2.81,100,0,0.0
1795,"Min Soo Kim","","Jan 22, 1975",50,"6' 1""",255,0.0,"Southpaw",0,3,7,0,0,0.87,100,3.48,20,0.0,0,0,0.0
1796,"Jong Man Kim","Special Force","Mar 03, 1978",47,"5' 7""",139,0.0,"Orthodox",0,23,11,3,0,1.33,21,3.0,60,0.0,0,0,0.0
1797,"Ji Yeon Kim","Firefist","Oct 18, 1989",35,"5' 7""",125,72.0,"Orthodox",0,9,7,2,0,5.37,36,5.41,56,0.0,0,50,0.1
1798,"MinWoo Kim","Korean MOAI","Jul 21, 1993",31,"5' 8""",135,72.0,"Orthodox",0,10,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1799,"HanSeul Kim","Spade","Jun 19, 1990",35,"6' 1""",170,73.0,"Southpaw",0,13,6,0,0,5.79,42,5.68,52,0.0,0,50,1.7
1800,"KyeungPyo Kim","Redhorse","Jan 29, 1992",33,"5' 9""",155,71.0,"Orthodox",0,11,4,0,0,6.77,46,6.32,63,3.87,40,100,0.0
1801,"Sangwook Kim","Frogman","Oct 17, 1993",31,"6' 0""",155,71.0,"Orthodox",1,12,3,0,0,5.22,54,5.89,47,1.11,16,71,0.6
1802,"SangWon Kim","No Problem","Sep 01, 1993",31,"5' 9""",145,69.0,"Orthodox",0,10,6,1,0,3.18,57,3.73,58,0.69,25,72,0.0
1803,"KyuSung Kim","","Nov 05, 1992",32,"5' 11""",125,69.0,"Orthodox",0,12,6,0,0,1.53,53,0.87,69,0.0,0,33,0.0
1804,"So Yul Kim","","May 25, 1997",28,"",115,0.0,"",0,8,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1805,"Jeremy Kimball","","Jan 03, 1991",34,"6' 0""",205,72.0,"Switch",0,15,8,0,0,2.81,46,3.84,49,1.41,20,50,0.0
1806,"Rob Kimmons","The Rosedale Reaper","Jan 30, 1981",44,"5' 10""",185,73.0,"Orthodox",0,25,9,0,0,1.86,48,4.79,38,2.08,46,25,2.4
1807,"Dustin Kimura","The Diamond","May 21, 1989",36,"5' 7""",135,71.0,"Orthodox",0,11,3,0,0,1.33,21,3.82,51,0.93,37,50,2.2
1808,"Taiei Kin","","Jul 08, 1970",55,"5' 11""",185,0.0,"Orthodox",0,6,3,0,0,2.71,60,1.33,52,0.0,0,55,0.0
1809,"Mike King","","Aug 04, 1983",41,"6' 3""",185,0.0,"",0,5,1,0,0,4.44,58,1.29,72,1.75,25,40,3.5
1810,"Kyle Kingsbury","Kingsbu","Mar 22, 1982",43,"6' 4""",205,79.0,"Orthodox",0,11,6,0,0,2.97,40,3.81,51,2.64,41,52,0.0
1811,"Yusaku Kinoshita","","Aug 21, 2000",24,"6' 0""",170,71.0,"Southpaw",0,6,3,0,0,4.65,50,5.12,51,0.0,0,50,0.0
1812,"Yurij Kiseliov","Playboy","",0,"5' 8""",185,0.0,"Orthodox",0,5,4,0,0,4.88,87,0.0,0,0.0,0,50,0.0
1813,"Justine Kish","","Apr 13, 1988",37,"5' 5""",125,64.0,"Orthodox",0,7,4,0,0,4.51,48,4.59,57,0.87,33,50,0.1
1814,"Koji Kitao","","Oct 12, 1963",61,"6' 7""",350,0.0,"Southpaw",1,1,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1815,"Satoru Kitaoka","","Feb 04, 1980",45,"5' 6""",154,0.0,"",0,40,14,9,0,0.68,33,2.15,45,0.62,10,27,2.1
1816,"Top Noi Kiwram","","Aug 15, 1992",32,"5' 5""",125,67.0,"Southpaw",0,9,5,0,0,4.47,59,3.23,66,2.72,85,74,0.0
1817,"Ludovit Klein","Mr. Highlight","Feb 22, 1995",30,"5' 7""",155,72.0,"Southpaw",0,23,5,1,0,3.57,52,3.34,52,1.52,51,76,0.0
1818,"Nick Klein","Blue Collar","Sep 08, 1995",29,"6' 1""",185,77.0,"Orthodox",0,6,2,0,0,3.22,60,3.33,47,3.33,20,66,1.7
1819,"Seth Kleinbeck","Mass Destruction","Jul 25, 1973",51,"6' 2""",185,0.0,"",0,8,4,0,0,2.55,33,2.42,40,0.98,25,90,0.0
1820,"Stefan Klever","","",0,"",185,0.0,"Orthodox",0,6,1,0,0,0.82,50,3.84,58,0.0,0,0,0.0
1821,"Fatima Kline","The Archangel","Jul 12, 2000",24,"5' 6""",115,67.0,"Orthodox",1,7,1,0,0,2.21,47,1.68,55,1.84,100,50,0.0
1822,"Felix Klinkhammer","","",0,"6' 0""",170,0.0,"",0,7,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1823,"Drakkar Klose","","Mar 09, 1988",37,"5' 9""",155,70.0,"Orthodox",0,15,3,1,0,4.33,55,3.54,50,1.65,27,69,0.0
1824,"Michael Knaap","Hammer","Feb 27, 1984",41,"6' 2""",220,0.0,"Orthodox",0,18,22,3,0,0.0,0,0.0,0,0.0,0,0,0.0
1825,"Kevin Knabjian","","Jul 05, 1984",41,"5' 10""",170,0.0,"Orthodox",0,12,7,1,0,0.0,0,15.56,22,0.0,0,100,0.0
1826,"Jason Knight","The Kid","Jul 14, 1992",32,"5' 10""",145,71.0,"Orthodox",0,20,5,0,0,2.95,33,3.02,51,1.31,31,47,1.7
1827,"William Knight","Knightmare","Apr 03, 1988",37,"5' 10""",205,73.0,"Orthodox",0,11,5,0,0,2.62,56,3.3,35,1.78,40,48,0.4
1828,"Josefine Knutsson","Thunder","Jan 16, 1996",29,"5' 3""",115,60.0,"Orthodox",0,8,1,0,0,4.24,51,2.13,54,1.6,72,35,0.0
1829,"Seokhyeon Ko","The Korean Tyson","Sep 24, 1993",31,"5' 10""",170,71.0,"Southpaw",2,12,2,0,0,2.9,52,2.0,59,4.0,53,75,0.5
1830,"Isao Kobayashi","","Oct 28, 1988",36,"5' 8""",145,0.0,"",0,21,4,4,0,1.01,33,1.66,45,2.17,100,100,0.0
1831,"Kelly Kobold","Blood Red","Feb 25, 1983",42,"5' 6""",135,0.0,"Orthodox",0,19,3,1,0,2.33,21,4.11,59,1.67,11,0,0.0
1832,"Erik Koch","Phoenix","Oct 04, 1988",36,"5' 10""",170,71.0,"Southpaw",1,16,6,0,0,2.33,42,2.82,47,1.02,42,81,1.0
1833,"Sokun Koh","","",0,"6' 1""",205,0.0,"",0,4,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1834,"Shingo Kohara","","",0,"5' 6""",135,0.0,"",1,1,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1835,"Brad Kohler","","May 26, 1964",61,"5' 9""",220,0.0,"Orthodox",1,12,15,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1836,"Tsuyoshi Kohsaka","TK","Mar 06, 1970",55,"5' 11""",225,0.0,"Orthodox",0,27,19,2,0,1.88,38,4.41,54,1.32,20,33,0.4
1837,"Kaloyan Kolev","","Oct 17, 1992",32,"6' 2""",205,73.0,"Orthodox",0,10,1,0,0,1.12,45,4.49,42,10.11,60,0,0.0
1838,"John Kolosci","","Nov 26, 1974",50,"5' 11""",185,0.0,"Orthodox",0,15,9,0,0,0.21,20,0.85,50,0.0,0,0,0.0
1839,"Yuki Kondo","","Jul 17, 1975",49,"5' 11""",183,0.0,"Southpaw",0,60,33,9,0,1.14,42,2.57,51,0.76,41,37,0.5
1840,"Syuri Kondo","","Feb 08, 1989",36,"5' 4""",115,66.0,"Orthodox",0,6,3,0,0,5.4,44,7.22,58,0.0,0,83,0.3
1841,"Mantas Kondratavicius","","",0,"",185,0.0,"",0,7,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1842,"Cheick Kongo","","May 17, 1975",50,"6' 4""",240,82.0,"Orthodox",0,27,10,2,0,3.33,56,1.28,54,2.3,56,52,0.2
1843,"Andrei Kopylov","","Jul 16, 1965",59,"6' 2""",265,0.0,"Orthodox",0,6,11,0,0,0.33,66,4.31,40,0.0,0,0,0.0
1844,"Roman Kopylov","","May 04, 1991",34,"6' 0""",185,75.0,"Southpaw",2,14,3,0,0,4.96,50,4.86,55,1.17,42,87,0.0
1845,"Bruno Korea","","Jun 28, 1991",34,"5' 6""",135,65.0,"",0,7,3,0,0,2.12,34,3.96,42,0.0,0,25,0.0
1846,"Chungreng Koren","The Indian Rhino","Feb 01, 1998",27,"",135,0.0,"",0,7,1,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1847,"Andrey Koreshkov","Spartan","Aug 23, 1990",34,"6' 0""",170,0.0,"",0,19,2,0,0,2.84,39,1.92,63,4.8,53,0,0.0
1848,"Josh Koscheck","","Nov 30, 1977",47,"5' 10""",170,73.0,"Orthodox",0,17,11,0,0,1.79,36,2.27,63,2.46,48,64,0.4
1849,"Steven Koslow","Obi Won Shinobi The Pillow","Jan 22, 1997",28,"5' 7""",125,69.0,"Switch",0,6,1,0,0,0.77,37,3.73,40,5.28,55,0,1.1
1850,"Naoyuki Kotani","","Dec 08, 1981",43,"5' 8""",155,66.0,"Southpaw",0,34,14,7,0,1.02,31,2.89,50,0.83,16,46,0.8
1851,"Ilya Kotau","","",0,"",170,0.0,"",0,1,2,0,0,3.94,40,4.38,44,6.57,100,100,6.6
1852,"Iouri Kotchkine","","",0,"6' 2""",235,0.0,"Orthodox",0,7,4,1,0,0.67,38,4.92,15,0.0,0,25,0.0
1853,"Matt Kovacs","300","",0,"6' 0""",244,0.0,"Orthodox",0,12,16,0,0,1.47,22,4.87,44,1.0,25,0,0.0
1854,"Marcus Kowal","","",0,"",135,0.0,"",0,3,1,1,0,0.0,0,0.0,0,0.0,0,0,0.0
1855,"Karolina Kowalkiewicz","","Oct 15, 1985",39,"5' 3""",115,64.0,"Orthodox",0,16,9,0,0,5.54,43,5.51,57,0.31,22,74,0.2
1856,"Steve Kozola","","",0,"",155,0.0,"",0,8,0,0,0,3.9,39,4.36,50,2.34,100,100,0.0
1857,"Derrick Krantz","D-Rock","Jan 13, 1988",37,"5' 10""",170,72.0,"Orthodox",0,22,12,0,0,2.07,37,4.03,50,3.18,50,0,0.8
1858,"James Krause","The","Jun 04, 1986",39,"6' 2""",170,73.0,"Orthodox",1,28,9,0,0,4.79,49,4.11,61,0.96,18,59,0.9
1859,"Pascal Krauss","Panzer","Apr 19, 1987",38,"6' 1""",170,0.0,"Orthodox",0,11,2,0,0,5.45,47,3.88,59,1.53,50,60,0.9
1860,"Kaynan Kruschewsky","Bahia","Apr 04, 1991",34,"6' 0""",155,73.0,"Orthodox",0,15,3,0,0,5.67,50,5.71,46,2.74,100,75,2.1
1861,"Jorgen Kruth","The Last Viking","May 08, 1974",51,"6' 2""",205,0.0,"",0,5,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1862,"Nikita Krylov","The Miner","Mar 07, 1992",33,"6' 3""",205,77.0,"Orthodox",0,30,10,0,0,4.33,54,2.49,44,2.24,38,53,1.4
1863,"Mariusz Ksiazkiewicz","The Iron Pol","Oct 04, 1989",35,"6' 3""",185,75.0,"Southpaw",0,8,1,0,0,0.93,45,3.4,39,4.0,100,0,2.0
1864,"Junya Kudo","","",0,"",135,0.0,"Orthodox",0,10,7,2,0,1.85,71,4.44,33,0.0,0,0,0.0
1865,"John Kuhner","","Oct 12, 1982",42,"",170,0.0,"",1,1,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1866,"Michael Kuiper","","Jun 07, 1989",36,"6' 0""",185,73.0,"Orthodox",0,15,5,0,0,3.28,54,3.62,54,2.3,55,79,0.0
1867,"Anton Kuivanen","","May 01, 1984",41,"5' 8""",155,72.0,"Orthodox",0,24,10,0,0,2.27,38,1.63,67,1.2,100,71,0.4
1868,"Maiju Kujala","","",0,"",135,0.0,"",0,6,3,0,0,2.5,40,5.5,36,0.0,0,50,0.0
1869,"Sumit Kumar","The Indian Kid","Sep 09, 2000",24,"5' 5""",125,66.0,"Orthodox",0,8,1,0,0,2.8,24,4.67,46,6.0,30,60,0.0
1870,"Aleksei Kunchenko","","May 02, 1984",41,"5' 8""",170,70.0,"Orthodox",0,20,2,0,0,3.67,44,2.83,63,0.25,33,80,0.0
1871,"Rizvan Kuniev","","Mar 10, 1992",33,"6' 4""",240,76.0,"Orthodox",0,12,3,1,0,4.45,58,2.45,45,1.45,75,90,0.0
1872,"Keigo Kunihara","","",0,"6' 0""",235,0.0,"Orthodox",0,3,2,0,0,0.17,10,1.99,57,4.97,40,100,2.5
1873,"Kiichi Kunimoto","Strasser","May 01, 1981",44,"5' 10""",170,71.0,"Orthodox",0,18,7,2,0,1.87,44,3.92,41,1.59,20,28,0.3
1874,"Jon Kunneman","AK-47","Jul 14, 1999",25,"",185,0.0,"",0,10,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1875,"Leo Kuntz","The Lion","Oct 03, 1983",41,"5' 10""",155,0.0,"Orthodox",0,18,4,1,0,1.68,32,3.8,45,1.99,25,33,0.7
1876,"Korey Kuppe","","Jan 23, 1989",36,"6' 5""",170,77.0,"Switch",0,8,4,0,0,0.73,73,1.33,31,0.0,0,69,1.0
1877,"Ramazan Kuramagomedov","","Aug 23, 1996",28,"6' 1""",170,73.0,"Orthodox",1,8,0,0,0,11.67,67,9.13,54,1.0,14,0,0.0
1878,"Tsuyoshi Kurihara","","Jul 13, 1973",51,"5' 10""",185,0.0,"Orthodox",0,10,8,2,0,0.0,0,12.0,50,0.0,0,0,0.0
1879,"Eldari Kurtanidze","","Apr 16, 1972",53,"5' 6""",235,0.0,"Orthodox",0,0,1,0,0,0.47,20,3.72,60,0.0,0,0,0.0
1880,"Kyle Kurtz","","",0,"",170,0.0,"",0,7,5,0,0,1.31,36,2.95,52,1.23,20,0,2.5
1881,"Guram Kutateladze","Georgian Viking","Jan 08, 1992",33,"5' 11""",155,72.0,"Orthodox",0,13,5,0,0,3.53,45,4.22,54,0.61,15,75,0.0
1882,"Vadym Kutsyi","","Jul 18, 1991",33,"6' 0""",170,71.0,"Orthodox",0,17,2,0,0,5.53,48,4.94,55,3.53,40,0,0.0
1883,"Lina Kvokov","","",0,"5' 9""",135,0.0,"Orthodox",0,0,3,0,0,2.31,30,12.12,19,0.0,0,0,0.0
1884,"Achmed Labasanov","","Apr 24, 1978",47,"6' 3""",215,0.0,"Orthodox",0,7,4,0,0,0.75,39,1.1,46,3.0,100,0,0.8
1885,"Josh LaBerge","","",0,"5' 10""",145,0.0,"",1,11,6,0,0,2.53,36,5.33,44,0.0,0,71,0.0
1886,"Jeremiah Labiano","The Kid","",0,"5' 10""",135,0.0,"",0,11,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1887,"Daniel Lacerda","Miojo","Jun 05, 1996",29,"5' 6""",125,70.0,"Switch",0,11,6,0,0,3.95,45,8.28,34,2.32,50,0,1.2
1888,"Luan Lacerda","","Jan 07, 1993",32,"5' 7""",135,71.0,"Orthodox",0,12,3,0,0,4.52,44,7.07,47,1.26,25,75,0.6
1889,"Kemran Lachinov","","",0,"",170,0.0,"",0,3,2,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1890,"Aspen Ladd","","Mar 01, 1995",30,"5' 6""",135,66.0,"Orthodox",0,9,3,0,0,3.78,47,4.65,47,1.56,47,62,0.6
1891,"Ryan LaFlare","","Oct 01, 1983",41,"6' 1""",170,74.0,"Southpaw",0,14,3,0,0,2.89,40,1.86,63,2.13,44,58,0.2
1892,"Corinne Laframboise","","May 25, 1989",36,"5' 4""",125,65.0,"Orthodox",0,8,5,0,0,3.16,68,1.89,47,3.16,100,33,0.0
1893,"Ben Lagman","Bad News","Sep 04, 1986",38,"6' 2""",185,0.0,"",0,6,5,0,0,0.0,0,0.0,0,0.0,0,0,0.0
1894,"Noad Lahat","Neo","Jun 08, 1984",41,"5' 9""",145,69.0,"Orthodox",0,11,2,0,0,2.79,46,1.47,63,2.37,26,16,2.4
1895,"Tina Lahdemaki","Jelly Bean","May 28, 1988",37,"5' 2""",115,0.0,"Orthodox",0,5,1,0,0,1.93,20,4.67,57,0.0,0,16,0.0
