"id";"name";"nickname";"dob";"age";"height";"weight";"reach";"stance";"winstreak";"wins";"losses";"draws";"belt";"SLpM";"Str_Acc";"SApM";"Str_Def";"TD_Avg";"TD_Acc";"TD_Def";"Sub_Avg"
847;"Steve Erceg";"Astroboy";"Jul 27, 1995";29;"5' 8""";125;68.0;"Orthodox";0;12;4;0;0;4.45;46;4.03;52;0.84;26;63;0.3
849;"Julian Erosa";"Juicy J";"Jul 31, 1989";35;"6' 1""";145;74.0;"Southpaw";0;31;13;0;0;6.21;48;6.27;48;1.78;43;61;0.7
854;"Efrain Escudero";"Hecho En Mexico";"Jan 15, 1986";39;"5' 9""";155;71.0;"Orthodox";0;28;12;0;0;2.92;44;2.3;63;1.31;40;66;0.8
856;"Urijah Faber";"The California Kid";"May 14, 1979";46;"5' 6""";135;67.0;"Orthodox";0;35;11;0;0;2.65;40;2.59;64;1.54;30;58;0.8
858;"Wagnney Fabiano";"The Silencer";"Jul 14, 1975";49;"5' 6""";145;69.0;"Southpaw";0;16;4;0;0;1.19;38;0.66;70;3.44;64;100;0.4
862;"Rinat Fakhretdinov";"Gladiator";"Sep 28, 1991";33;"6' 0""";170;74.0;"Orthodox";2;23;1;1;0;4.78;52;3.58;53;3.95;34;91;0.2
863;"Maiquel Falcao";"Big Rig";"Mar 08, 1981";44;"5' 11""";185;0.0;"Orthodox";1;37;10;0;0;1.67;55;0.53;86;1.0;100;71;3.0
865;"Brodie Farber";"";"Jul 05, 1980";44;"6' 1""";170;0.0;"Orthodox";0;16;7;0;0;1.69;45;2.17;53;0.9;50;20;0.9
866;"Kalindra Faria";"";"Jul 23, 1986";38;"5' 7""";125;0.0;"Switch";0;18;8;1;0;2.23;56;1.44;45;1.31;66;20;0.7
871;"Paul Felder";"The Irish Dragon";"Apr 25, 1984";41;"5' 11""";155;70.0;"Orthodox";0;17;6;0;0;3.7;44;3.44;48;0.29;28;64;0.2
875;"Kevin Ferguson";"Kimbo Slice";"Feb 08, 1974";51;"6' 2""";235;77.0;"Orthodox";0;5;2;0;0;2.3;50;3.41;38;3.1;72;36;1.2
876;"Tony Ferguson";"El Cucuy";"Feb 12, 1984";41;"5' 11""";170;76.0;"Orthodox";0;26;11;0;0;4.91;45;4.37;55;0.39;35;66;0.9
879;"Bibiano Fernandes";"";"Mar 30, 1980";45;"5' 7""";139;0.0;"Orthodox";4;20;3;0;0;2.91;40;2.02;72;3.97;53;77;0.6
880;"Gabriella Fernandes";"Gabi";"Aug 13, 1993";31;"5' 6""";125;66.0;"Southpaw";2;10;3;0;0;3.46;46;5.5;49;0.56;18;60;0.3
884;"Cezar Ferreira";"Mutante";"Feb 15, 1985";40;"6' 1""";185;78.0;"Southpaw";0;13;8;0;0;1.9;42;2.44;53;2.69;53;84;0.5
885;"Diego Ferreira";"";"Jan 18, 1985";40;"5' 9""";155;74.0;"Orthodox";0;19;6;0;0;4.82;40;3.46;55;0.86;30;57;0.6
886;"Erisson Ferreira";"Gato";"May 03, 1991";34;"5' 6""";125;70.0;"Orthodox";0;12;2;0;0;1.75;32;2.75;56;1.11;100;66;1.7
887;"Brunno Ferreira";"The Hulk";"Nov 04, 1992";32;"5' 10""";185;72.0;"Orthodox";1;13;2;0;0;3.54;49;3.54;49;1.14;23;53;0.8
891;"Drew Fickett";"The Master";"Dec 14, 1979";45;"5' 10""";155;70.0;"Orthodox";0;42;21;0;0;2.33;41;2.29;57;1.3;35;30;2.2
894;"Deiveson Figueiredo";"Deus da Guerra";"Dec 18, 1987";37;"5' 5""";135;68.0;"Orthodox";0;24;5;1;0;2.82;54;3.64;49;1.69;35;58;1.4
895;"Francisco Figueiredo";"Sniper";"Oct 23, 1989";35;"5' 6""";125;68.0;"Southpaw";0;13;5;1;0;2.04;61;2.59;61;2.51;75;76;0.4
896;"Paulo Filho";"";"May 24, 1978";47;"5' 8""";185;0.0;"Southpaw";1;23;6;3;0;1.86;48;1.67;66;2.4;32;42;1.6
897;"Jafel Filho";"Pastor";"May 05, 1993";32;"5' 7""";125;68.0;"Orthodox";2;16;3;0;0;2.36;41;2.0;47;1.77;33;55;2.6
898;"Andre Fili";"Touchy";"Jun 25, 1990";34;"5' 11""";145;74.0;"Orthodox";0;24;12;0;0;3.84;37;4.15;51;2.17;44;70;0.2
899;"Mirko Filipovic";"Cro Cop";"Sep 10, 1974";50;"6' 2""";230;73.0;"Southpaw";1;35;11;2;0;2.11;50;1.89;63;0.19;40;78;0.3
902;"Luigi Fioravanti";"";"Jan 22, 1981";44;"5' 8""";170;70.0;"Orthodox";0;26;15;0;0;2.23;42;2.21;69;3.76;63;67;0.9
905;"Luiz Firmino";"Buscape";"Mar 18, 1982";43;"5' 6""";154;0.0;"Orthodox";0;19;8;0;0;1.23;50;1.22;51;3.86;45;20;0.9
906;"Spencer Fisher";"The King";"May 09, 1976";49;"5' 7""";155;68.0;"Southpaw";0;24;9;0;0;3.17;43;3.03;64;0.67;30;60;0.8
907;"Chris Fishgold";"";"Jun 06, 1992";32;"5' 8""";145;68.0;"Orthodox";0;18;4;1;0;2.01;32;2.7;46;2.59;46;44;1.3
908;"Jon Fitch";"";"Feb 24, 1978";47;"6' 0""";170;74.0;"Orthodox";0;30;7;1;0;2.61;50;1.65;54;3.6;51;56;0.8
911;"AJ Fletcher";"The Ghost";"Feb 18, 1997";28;"5' 10""";170;67.0;"Switch";0;10;3;0;0;3.36;49;4.61;46;1.54;35;33;0.9
912;"Nathan Fletcher";"";"Jan 03, 1998";27;"5' 7""";135;70.0;"Orthodox";0;9;2;0;0;3.44;60;1.7;61;3.53;38;50;0.7
916;"Kenny Florian";"KenFlo";"May 26, 1976";49;"5' 10""";145;74.0;"Southpaw";0;14;6;0;0;2.41;40;1.85;63;2.22;33;60;1.3
920;"Rob Font";"";"Jun 25, 1987";37;"5' 8""";135;71.0;"Orthodox";2;22;8;0;0;5.49;46;3.67;57;0.79;34;42;0.4
921;"Jesse Forbes";"Kid Hercules";"Oct 24, 1984";40;"6' 2""";185;75.0;"Southpaw";0;15;5;0;0;2.11;24;4.06;53;1.79;75;66;1.2
925;"Jussier Formiga";"";"Apr 14, 1985";40;"5' 5""";125;67.0;"Orthodox";0;23;8;0;0;1.42;39;2.34;64;1.82;35;87;0.6
928;"Marcel Fortuna";"";"Oct 22, 1985";39;"6' 1""";205;74.0;"Orthodox";0;9;3;0;0;3.83;46;4.52;64;0.45;8;75;0.5
929;"Brian Foster";"The Foster Boy";"Apr 03, 1984";41;"5' 9""";170;71.0;"Orthodox";2;27;10;0;0;3.3;39;1.63;65;3.67;60;37;1.8
932;"Hermes Franca";"";"Aug 26, 1974";50;"5' 6""";155;71.0;"Orthodox";0;24;17;0;0;1.78;39;2.85;55;1.53;36;37;2.4
934;"John Franchi";"";"Jul 16, 1982";42;"5' 6""";145;67.0;"Orthodox";0;6;2;0;0;1.83;48;2.59;48;2.68;80;40;0.3
936;"Rich Franklin";"Ace";"Oct 05, 1974";50;"6' 1""";185;76.0;"Southpaw";0;29;7;0;0;4.1;44;2.07;62;1.31;66;63;0.7
940;"Ian Freeman";"The Machine";"Nov 10, 1966";58;"5' 11""";225;0.0;"Orthodox";0;20;7;1;0;2.54;48;3.11;44;1.44;40;80;0.7
944;"Patricio Freire";"Pitbull";"Jul 07, 1987";37;"5' 6""";145;67.0;"Orthodox";0;36;8;0;0;2.45;40;4.48;57;0.69;20;88;0.7
947;"Josh Fremd";"";"Jan 15, 1994";31;"6' 4""";185;76.0;"Orthodox";0;11;6;0;0;2.52;44;2.23;47;0.66;25;30;1.1
950;"Matt Frevola";"The SteamRolla";"Jun 11, 1990";34;"5' 9""";155;71.0;"Orthodox";0;11;5;1;0;3.37;40;3.69;57;2.39;39;36;1.0
951;"Jinh Yu Frey";"";"May 20, 1985";40;"5' 3""";115;65.0;"Southpaw";0;11;10;0;0;2.97;43;4.23;52;1.02;36;90;0.3
953;"Claudia Gadelha";"Claudinha";"Dec 07, 1988";36;"5' 4""";115;63.0;"Orthodox";0;18;5;0;0;3.31;41;4.57;57;3.03;42;58;0.7
959;"Mitch Gagnon";"";"Oct 10, 1984";40;"5' 5""";135;65.0;"Southpaw";0;12;5;0;0;2.76;46;2.21;61;1.16;25;65;1.9
962;"Zelg Galesic";"Benkei";"Feb 16, 1979";46;"6' 2""";185;0.0;"Orthodox";0;11;9;0;0;4.86;62;0.61;66;1.3;100;20;1.3
963;"Mickey Gall";"";"Jan 22, 1992";33;"6' 2""";170;74.0;"Switch";0;7;7;0;0;3.5;49;4.72;49;1.15;32;37;1.6
966;"Marcos Galvao";"Loro";"Jun 23, 1981";43;"5' 7""";135;0.0;"Orthodox";0;18;8;1;0;1.97;32;3.86;61;2.27;28;88;1.1
968;"Manvel Gamburyan";"The Anvil";"May 08, 1981";44;"5' 5""";135;67.0;"Orthodox";0;15;10;0;0;2.13;41;2.83;55;3.26;34;69;0.7
969;"Mateusz Gamrot";"Gamer";"Dec 11, 1990";34;"5' 10""";155;70.0;"Southpaw";0;24;3;0;0;3.23;50;3.22;58;5.25;35;90;0.1
973;"Ciryl Gane";"Bon Gamin";"Apr 12, 1990";35;"6' 4""";245;81.0;"Orthodox";2;13;2;0;0;5.26;61;2.23;61;0.7;25;43;0.6
976;"Leonard Garcia";"Bad Boy";"Jul 14, 1979";45;"5' 10""";145;68.0;"Orthodox";0;18;13;1;0;2.77;24;4.79;52;0.3;26;42;0.5
977;"Edgar Garcia";"";"Feb 22, 1984";41;"5' 10""";170;71.0;"Orthodox";0;14;5;0;0;3.16;29;4.23;60;2.21;57;50;0.6
978;"Alex Garcia";"The Dominican Nightmare";"Jul 14, 1987";37;"5' 9""";170;72.0;"Orthodox";0;15;6;0;0;1.81;31;3.03;59;3.72;52;66;0.1
979;"Steve Garcia";"Mean Machine";"May 22, 1992";33;"6' 0""";145;75.0;"Southpaw";5;17;5;0;0;5.04;56;2.34;46;1.17;40;88;0.6
980;"Elias Garcia";"";"Sep 13, 1992";32;"5' 5""";125;67.0;"Southpaw";0;6;2;0;0;1.59;27;5.05;50;0.68;14;33;1.4
981;"Rafa Garcia";"Gifted";"Aug 05, 1994";30;"5' 7""";155;70.0;"Orthodox";1;17;4;0;0;4.01;43;4.47;60;3.21;43;77;0.2
982;"Fernie Garcia";"";"Apr 12, 1992";33;"5' 7""";135;67.0;"Orthodox";0;10;5;0;0;2.04;34;3.79;48;0.28;50;50;0.6
985;"Pablo Garza";"The Scarecrow";"Sep 16, 1983";41;"6' 1""";145;73.0;"Orthodox";0;12;4;0;0;3.37;44;2.7;50;0.94;25;15;1.3
988;"Kelvin Gastelum";"";"Oct 24, 1991";33;"5' 9""";185;71.0;"Southpaw";1;20;9;0;0;3.74;42;3.48;57;1.1;34;59;0.1
990;"Melissa Gatto";"";"May 02, 1996";29;"5' 5""";135;69.0;"Orthodox";1;9;2;2;0;3.78;49;2.84;54;1.47;28;63;0.5
991;"Louis Gaudinot";"Goodnight";"Aug 28, 1984";40;"5' 3""";125;63.0;"Orthodox";0;8;4;0;0;2.34;37;6.42;48;0.57;40;31;1.1
994;"Shamil Gaziev";"";"Feb 10, 1990";35;"6' 4""";265;78.0;"Orthodox";2;14;1;0;0;2.57;48;3.87;44;0.96;30;83;0.3
1001;"Christos Giagos";"The Spartan";"Jan 23, 1990";35;"5' 10""";155;71.0;"Orthodox";0;20;12;0;0;3.03;41;3.21;50;2.84;36;52;0.4
1005;"Cody Gibson";"The Renegade";"Sep 11, 1987";37;"5' 10""";135;71.0;"Orthodox";0;22;11;0;0;3.61;45;3.18;57;2.13;37;69;0.6
1008;"Joseph Gigliotti";"Capo";"Aug 13, 1993";31;"5' 11""";185;0.0;"Orthodox";0;7;2;0;0;1.04;39;2.92;45;1.56;100;50;0.8
1009;"Trevin Giles";"";"Aug 06, 1992";32;"6' 0""";170;74.0;"Orthodox";0;16;7;0;0;3.17;54;2.39;58;1.07;50;72;0.3
1011;"Gregor Gillespie";"The Gift";"Nov 13, 1986";38;"5' 7""";155;71.0;"Orthodox";1;14;1;0;0;3.74;52;2.3;57;6.86;48;100;0.8
1015;"Billy Giovanella";"Wolverine";"Aug 20, 1985";39;"5' 8""";125;0.0;"";0;9;5;0;0;1.27;40;2.02;52;0.87;12;100;1.7
1019;"Ricky Glenn";"The Gladiator";"Apr 12, 1989";36;"6' 0""";170;70.0;"Southpaw";0;22;9;2;0;3.79;42;4.3;51;0.72;13;69;0.4
1023;"Loopy Godinez";"";"Sep 06, 1993";31;"5' 2""";115;61.0;"Orthodox";1;13;5;0;0;4.28;48;3.87;61;3.12;47;81;0.9
1026;"Hannah Goldy";"24K";"May 18, 1992";33;"5' 4""";115;61.0;"Orthodox";0;6;4;0;0;5.19;47;4.67;50;0.66;12;54;0.2
1027;"Marcelo Golm";"";"Sep 15, 1992";32;"6' 3""";249;75.0;"Orthodox";0;6;3;0;0;4.27;58;4.3;45;0.45;50;87;0.5
1028;"Denise Gomes";"Dee";"Dec 30, 1999";25;"5' 2""";115;63.0;"Orthodox";3;11;3;0;0;4.59;50;3.04;51;1.19;36;67;0.8
1030;"Frank Gomez";"";"Mar 31, 1986";39;"5' 10""";135;67.0;"Orthodox";0;10;6;0;0;1.52;48;0.79;66;1.14;60;70;0.8
1038;"Takanori Gomi";"The Fireball Kid";"Sep 22, 1978";46;"5' 7""";155;70.0;"Southpaw";0;35;14;0;0;3.81;41;3.52;60;1.23;65;63;0.8
1039;"William Gomis";"Jaguar";"Jun 13, 1997";27;"6' 0""";145;73.0;"Southpaw";0;14;3;0;0;3.53;51;2.86;60;0.62;27;73;0.4
1040;"Akihiro Gono";"";"Oct 07, 1974";50;"5' 7""";170;68.0;"Switch";1;35;21;8;0;2.18;48;2.67;63;1.01;84;46;0.5
1041;"Gabriel Gonzaga";"Napao";"May 18, 1979";46;"6' 2""";242;76.0;"Orthodox";0;17;11;0;0;2.12;45;2.94;57;2.8;39;66;1.1
1043;"Fernando Gonzalez";"The Menifee Maniac";"Sep 15, 1983";41;"5' 9""";170;68.0;"Southpaw";0;26;14;0;0;4.47;47;4.03;65;0.86;33;43;1.4
1053;"Jared Gooden";"NiteTrain";"Dec 05, 1993";31;"6' 0""";170;77.0;"Orthodox";0;23;10;0;0;4.4;48;6.74;45;0.91;45;65;0.4
1054;"Gary Goodridge";"Big Daddy";"Jan 17, 1966";59;"6' 3""";249;0.0;"Orthodox";0;23;22;1;0;1.84;56;2.14;48;0.4;100;53;0.8
1059;"Malcolm Gordon";"X";"May 19, 1990";35;"5' 7""";125;71.0;"Switch";0;14;8;0;0;2.5;45;2.0;43;1.72;35;26;1.0
1060;"Tresean Gore";"Mr. Vicious";"Jun 21, 1994";30;"6' 0""";185;75.0;"Switch";0;6;3;0;0;2.77;46;8.16;39;2.62;75;83;1.3
1062;"Themba Gorimbo";"The Answer";"Jan 23, 1991";34;"6' 1""";170;77.0;"Orthodox";0;14;5;0;0;3.15;61;1.09;56;4.81;65;82;0.6
1064;"Jonathan Goulet";"The Road Warrior";"Jul 13, 1979";45;"6' 0""";170;73.0;"Orthodox";0;23;12;0;0;1.61;41;2.01;46;4.17;70;45;0.6
1065;"Thibault Gouti";"GT";"Feb 27, 1987";38;"5' 10""";155;72.0;"Orthodox";0;12;5;0;0;3.68;34;5.64;50;1.23;80;83;0.3
1066;"Wilson Gouveia";"";"Oct 03, 1978";46;"6' 1""";185;76.0;"Orthodox";0;14;8;0;0;3.02;39;4.06;56;0.9;66;57;2.2
1071;"Crosley Gracie";"";"Jul 18, 1979";45;"5' 9""";190;0.0;"Orthodox";0;2;2;0;0;1.69;37;1.54;60;3.46;85;50;0.6
1072;"Renzo Gracie";"";"Mar 11, 1967";58;"5' 10""";185;0.0;"Orthodox";0;13;7;1;0;1.71;41;1.67;55;1.13;20;40;0.8
1074;"Rodrigo Gracie";"";"Apr 11, 1975";50;"6' 0""";183;0.0;"Orthodox";0;6;2;1;0;1.34;51;0.86;46;1.49;50;75;0.4
1076;"Ryan Gracie";"";"Aug 14, 1974";50;"5' 9""";200;0.0;"Orthodox";4;5;2;0;0;0.82;61;0.5;40;2.83;75;25;0.9
1079;"Roger Gracie";"";"Sep 26, 1981";43;"6' 4""";185;79.0;"Orthodox";0;8;2;0;0;1.78;35;1.79;61;1.87;53;60;1.9
1084;"TJ Grant";"";"Feb 26, 1984";41;"5' 10""";155;72.0;"Orthodox";5;21;5;0;0;3.95;54;3.21;56;1.63;43;36;0.6
1086;"Alexa Grasso";"";"Aug 09, 1993";31;"5' 5""";125;66.0;"Orthodox";0;16;5;1;0;4.11;41;3.73;58;0.41;35;54;0.6
1087;"Tony Gravely";"";"Sep 28, 1991";33;"5' 5""";135;69.0;"Orthodox";0;23;9;0;0;3.82;48;4.47;44;5.4;41;52;0.3
1088;"Michael Graves";"";"Jan 08, 1991";34;"5' 10""";170;71.0;"Orthodox";0;6;0;1;0;1.25;54;1.47;58;4.8;52;66;0.4
1093;"King Green";"";"Sep 09, 1986";38;"5' 10""";155;71.0;"Orthodox";0;32;17;1;0;6.4;52;3.72;62;1.22;39;74;0.3
1095;"Gabe Green";"Gifted";"May 02, 1993";32;"5' 10""";155;73.0;"Switch";1;12;5;0;0;5.6;45;6.19;47;0.71;50;50;0.5
1097;"Matt Grice";"The Real One";"Jul 29, 1981";43;"5' 8""";145;70.0;"Orthodox";0;15;5;0;0;4.09;53;2.69;56;2.19;37;82;0.5
1098;"Forrest Griffin";"";"Mar 16, 1979";46;"6' 3""";205;77.0;"Orthodox";1;19;7;0;0;4.38;36;2.81;61;1.05;48;57;0.7
1099;"Tyson Griffin";"";"Apr 20, 1984";41;"5' 6""";145;68.0;"Orthodox";0;16;8;0;0;3.71;41;2.3;65;1.87;46;59;0.9
1100;"Max Griffin";"Pain";"Nov 29, 1985";39;"5' 11""";170;76.0;"Orthodox";0;20;11;0;0;3.75;48;3.66;58;1.37;40;69;0.3
1101;"Jordan Griffin";"Native Psycho";"Feb 28, 1990";35;"5' 10""";145;73.0;"Southpaw";0;18;9;0;0;2.52;46;3.02;50;1.45;35;42;1.9
1105;"Josh Grispi";"The Fluke";"Oct 14, 1988";36;"5' 11""";145;74.0;"Orthodox";0;14;5;0;0;1.44;41;3.71;50;1.97;36;16;2.2
1109;"Vik Grujic";"The Spartan";"Feb 06, 1977";48;"5' 11""";170;73.0;"Orthodox";0;6;6;0;0;2.24;48;3.39;41;1.18;33;26;0.4
1110;"Mike Grundy";"";"Jan 03, 1987";38;"5' 7""";145;72.0;"Orthodox";0;12;4;0;0;2.09;45;4.45;56;4.06;28;50;0.4
1115;"Shannon Gugerty";"";"Dec 30, 1981";43;"5' 10""";155;71.0;"Orthodox";0;15;7;0;0;1.25;39;1.88;58;2.13;27;50;3.4
1116;"Clay Guida";"The Carpenter";"Dec 08, 1981";43;"5' 7""";155;70.0;"Orthodox";0;38;22;0;0;2.63;33;3.0;61;3.1;35;66;0.6
1117;"Jason Guida";"";"Aug 04, 1977";47;"5' 10""";214;0.0;"";0;19;28;0;0;1.87;40;3.33;52;1.0;14;50;1.0
1118;"Melvin Guillard";"The Young Assassin";"Mar 30, 1983";42;"5' 9""";155;71.0;"Orthodox";0;32;18;2;0;2.96;40;1.85;66;1.3;63;61;0.2
1122;"John Gunderson";"Quick Guns";"Jan 05, 1979";46;"5' 9""";155;69.0;"Orthodox";0;35;16;2;0;1.04;27;1.71;58;1.67;33;11;2.0
1124;"Jorge Gurgel";"";"Jan 25, 1977";48;"5' 7""";155;69.0;"Orthodox";0;14;10;0;0;3.37;32;3.62;62;0.81;23;60;0.5
1130;"Cody Haddon";"";"Sep 08, 1998";26;"5' 7""";135;69.0;"Orthodox";2;8;1;0;0;9.2;51;3.47;64;2.48;37;83;0.8
1131;"Jake Hadley";"White Kong";"Aug 03, 1996";28;"5' 7""";135;70.0;"Southpaw";0;11;4;0;0;3.8;43;4.16;61;0.33;11;54;1.1
1132;"Damir Hadzovic";"The Bosnian Bomber";"Aug 08, 1986";38;"5' 9""";155;70.0;"Orthodox";0;14;8;0;0;3.34;47;3.74;59;0.91;54;34;0.1
1134;"Tim Hague";"The Trashing Machine";"May 09, 1983";42;"6' 4""";260;76.0;"Orthodox";0;21;13;0;0;2.79;47;4.14;46;1.72;33;85;0.9
1138;"Uriah Hall";"Prime Time";"Jul 31, 1984";40;"6' 0""";185;79.0;"Orthodox";0;18;11;0;0;3.23;48;3.85;54;0.54;38;64;0.1
1140;"Dennis Hallman";"Superman";"Dec 02, 1975";49;"5' 9""";155;72.0;"Orthodox";1;53;20;2;0;1.12;44;1.96;43;1.79;30;25;2.1
1141;"Piotr Hallmann";"Pletwal";"Aug 25, 1987";37;"5' 9""";155;71.0;"Orthodox";0;18;6;0;0;3.98;45;3.17;58;2.55;44;70;0.4
1143;"Brandon Halsey";"Bull";"Sep 16, 1986";38;"6' 0""";185;0.0;"";0;9;3;0;0;1.74;47;0.87;65;4.98;53;100;1.2
1153;"James Hammortree";"The Sledge";"Nov 29, 1983";41;"6' 3""";185;0.0;"Orthodox";0;6;3;0;0;1.93;30;4.13;44;2.0;50;100;1.0
1155;"Joachim Hansen";"Hellboy";"May 26, 1979";46;"5' 7""";150;0.0;"Southpaw";0;23;14;1;0;2.01;43;2.04;58;2.21;58;34;1.9
1156;"Kay Hansen";"";"Aug 14, 1999";25;"5' 2""";115;63.0;"Orthodox";0;7;6;0;0;3.01;50;3.19;51;1.83;22;37;0.8
1161;"Dan Hardy";"The Outlaw";"May 17, 1982";43;"6' 0""";170;74.0;"Orthodox";2;25;10;0;0;2.46;35;3.44;51;0.73;35;35;0.4
1162;"Veronica Hardy";"";"Oct 30, 1995";29;"5' 4""";125;64.0;"Southpaw";0;9;5;1;0;3.12;45;3.48;49;0.93;41;55;0.3
1170;"Carlston Harris";"Mocambique";"Jul 09, 1987";37;"6' 0""";170;76.0;"Orthodox";0;19;7;0;0;3.79;43;3.46;54;1.46;22;55;0.6
1171;"Kayla Harrison";"";"Jul 02, 1990";34;"5' 8""";135;66.0;"Southpaw";2;18;1;0;0;4.87;64;1.19;64;2.75;30;100;0.7
1174;"Dale Hartt";"";"Apr 04, 1979";46;"5' 10""";155;69.0;"Orthodox";0;6;3;0;0;1.14;35;1.55;66;1.22;100;25;2.5
1175;"Clay Harvison";"Bushwacker";"Sep 25, 1980";44;"6' 1""";170;74.0;"Orthodox";0;13;6;0;0;3.29;48;3.91;58;0.66;100;68;1.3
1179;"Justin Haskins";"";"Aug 30, 1979";45;"5' 10""";170;0.0;"Orthodox";0;7;6;0;0;1.51;33;2.65;54;1.62;40;52;0.8
1182;"Daiki Hata";"DJ Taiki";"Aug 24, 1982";42;"5' 6""";139;0.0;"Orthodox";0;17;11;7;0;1.44;39;1.42;55;0.67;100;35;0.7
1183;"John Hathaway";"The Hitman";"Jul 23, 1987";37;"6' 1""";170;75.0;"Orthodox";0;17;2;0;0;3.4;40;1.8;62;2.61;43;60;0.9
1184;"Phil Hawes";"No Hype";"Jan 08, 1989";36;"6' 0""";185;77.0;"Orthodox";0;12;6;0;0;5.33;59;3.72;55;2.11;34;90;0.2
1188;"Dustin Hazelett";"McLovin";"Apr 29, 1986";39;"6' 1""";170;76.0;"Orthodox";0;12;7;0;0;2.24;40;3.51;46;0.55;50;25;4.1
1189;"James Head";"";"Feb 09, 1984";41;"6' 1""";170;73.0;"Orthodox";0;9;4;0;0;2.75;48;3.11;49;0.41;100;66;0.8
1190;"Pat Healy";"Bam Bam";"Jul 20, 1983";41;"6' 0""";155;72.0;"Orthodox";0;34;23;0;0;2.57;36;2.57;50;3.08;37;55;1.1
1191;"Ryan Healy";"The Irish Assassin";"Jul 20, 1983";41;"6' 1""";155;0.0;"Orthodox";0;25;14;1;0;1.67;35;3.0;38;3.0;50;40;1.0
1192;"David Heath";"";"Feb 10, 1976";49;"5' 11""";205;72.0;"Orthodox";0;18;7;0;0;1.48;30;5.16;49;0.33;50;57;1.0
1193;"Chris Heatherly";"Stump";"Nov 24, 1987";37;"5' 9""";155;0.0;"Orthodox";0;9;4;0;0;1.08;45;2.67;52;3.39;50;100;0.7
1196;"Ian Heinisch";"The Hurricane";"Aug 05, 1988";36;"5' 11""";185;72.0;"Orthodox";0;14;5;0;0;3.25;50;2.98;59;1.02;17;59;0.7
1197;"Marcin Held";"";"Jan 18, 1992";33;"5' 9""";155;71.0;"Orthodox";1;23;7;0;0;1.41;34;2.02;47;2.46;46;37;1.3
1200;"Dan Henderson";"Hendo";"Aug 24, 1970";54;"5' 11""";185;74.0;"Orthodox";0;32;15;0;0;2.44;47;2.7;51;1.52;52;57;0.3
1201;"Benson Henderson";"Smooth";"Nov 16, 1983";41;"5' 9""";170;70.0;"Southpaw";2;24;7;0;0;2.93;45;1.79;63;2.4;45;63;0.8
1203;"Johny Hendricks";"Bigg Rigg";"Sep 12, 1983";41;"5' 9""";185;69.0;"Southpaw";0;18;8;0;0;3.49;45;3.99;53;3.83;46;63;0.3
1205;"Luis Henrique";"KLB";"Aug 21, 1993";31;"6' 2""";243;74.0;"Orthodox";0;10;5;0;0;1.81;43;2.22;47;3.09;36;50;1.0
1207;"Danny Henry";"The Hatchet";"Jul 17, 1988";36;"6' 0""";145;73.0;"Orthodox";0;12;4;0;0;5.2;51;4.16;45;0.74;33;50;2.2
1208;"Victor Henry";"La Mangosta";"May 04, 1987";38;"5' 7""";135;68.0;"Switch";1;25;7;0;0;7.17;53;5.19;48;1.04;42;81;0.3
1210;"Ed Herman";"Short Fuse";"Oct 02, 1980";44;"6' 1""";205;77.0;"Orthodox";0;27;16;0;0;3.31;48;3.71;42;1.96;47;59;1.0
1212;"Jack Hermansson";"The Joker";"Jun 10, 1988";36;"6' 1""";185;77.0;"Orthodox";1;24;8;0;0;5.09;44;3.69;56;1.53;30;80;0.4
1214;"Alexander Hernandez";"The Great Ape";"Oct 01, 1992";32;"5' 9""";155;72.0;"Orthodox";2;16;8;0;0;4.38;40;4.62;57;1.24;36;71;0.1
1215;"Anthony Hernandez";"Fluffy";"Oct 18, 1993";31;"6' 0""";185;75.0;"Orthodox";7;14;2;0;0;4.5;63;2.61;46;6.27;45;66;1.9
1217;"Carlos Hernandez";"";"Oct 25, 1993";31;"5' 8""";125;67.0;"Orthodox";0;10;5;0;0;3.83;45;3.5;50;1.56;21;65;0.2
1219;"Geane Herrera";"La Pulga";"May 27, 1990";35;"5' 5""";125;66.0;"Orthodox";0;9;3;0;0;1.51;31;5.07;52;0.83;37;38;0.6
1221;"Felice Herrig";"Lil Bulldog";"Sep 18, 1984";40;"5' 4""";115;65.0;"Orthodox";0;14;10;0;0;3.84;37;5.19;48;1.08;28;75;0.8
1222;"Heath Herring";"The Texas Crazy Horse";"Mar 02, 1978";47;"6' 4""";250;78.0;"Orthodox";0;28;16;0;0;2.37;50;1.77;54;1.22;50;32;0.7
1224;"Conor Heun";"Hurricane";"Feb 11, 1979";46;"5' 10""";155;0.0;"Orthodox";0;9;5;0;0;2.92;36;3.66;54;2.45;31;33;0.3
1225;"Marcus Hicks";"The Wrecking Ball";"Nov 25, 1975";49;"5' 6""";155;64.0;"Southpaw";0;10;4;0;0;1.42;43;3.06;61;2.7;53;25;4.0
1226;"Jay Hieron";"The Thoroughbred";"Jul 29, 1976";48;"6' 0""";170;75.0;"Orthodox";0;23;7;0;0;1.66;32;1.89;61;4.05;60;66;1.0
1227;"Brady Hiestand";"Bam Bam";"Apr 30, 1999";26;"5' 8""";135;71.0;"Orthodox";3;9;2;0;0;2.7;50;3.75;51;4.8;46;42;1.1
1229;"Jason High";"The Kansas City Bandit";"Oct 12, 1981";43;"5' 8""";155;73.0;"Southpaw";0;21;6;0;0;1.28;42;1.56;48;2.36;63;37;2.8
